gender,ug_course,ug_specialization,interests,skills,ug_percentage,has_certifications,certification_title,is_working,first_job_title,masters_field
Male,btech,history,trading,"java, programming",72.2,no,autocad,yes,java developer,masters in data science
Male,btech,electronics and communication engineering,technology,programming language skillscritical thinkingcommunication skillsproblem solving skillsrisk management skillscpresentation skillslinuxcloud computing,76.095,yes,aws solution architect,yes,assistant system engineer tcs,none
Male,be,automobile engineering,researchteachingtechnologyunderstand human behaviourunderstand human bodydata analyticsgame industrydata scientist,active listeningcritical thinkinggathering informationartisticcreative skillsbusiness knowledgeanalytical skillspeople managementcommunication skillsnegotiation skillsleadershipproblem solving skillsdata visualization skills power bi tableau machine learning skillspresentation skillspython,60.0,yes,"data science and machine learning in digitmg, data visulization in tableau",yes,sr executive in data management,none
Male,be,automobile engineering,technology,"java, sql, programming, communication skills, team work, presentation skills",77.615,no,no,yes,automation in java lang,none
Male,be,information technology,"research, social justice, understand human body","writing, reading",73.625,no,no,no,mechanical engineer,masters in data science
Male,btech,electrical and electronics engineering,"financial analysis, technology, entrepreneurship","ml, python, business knowledge, java, linux, aws",66.5,yes,"java, data science",yes,back end developer,masters in business administration
Male,btech,computer science engineering,mobile app development,phpprogramming language cjavascript,83.6,yes,android development,yes,mobile application developer,none
Female,bpharmacy,zoology,understand human body,excel,73.0,yes,no,no,doctor,b pharmacy
Male,be,mechanical,service,accounting skillsactive listeninghardware skillssalessocial media marketinghr,59.09,no,no,yes,service advisor,none
Male,be,mechanical engineering,technology,critical thinkingcommunication skillssap,75.0,yes,sap mm,yes,production engineer,none
Male,bcom,costing,financial analysis,accounting skillsfinance related skills,65.0,no,no,yes,asst finance manager,m com
Male,be,automobile engineering,"salesmarketing, entrepreneurship","python, people management, communication skills, work under pressure, leadership, creativity skills, team work",83.125,no,no,yes,digitalsocial media marketer,none
Male,be,electrical and electronics engineering,govt job,python,73.72,yes,programming language,yes,cis,none
Female,btech,electronics telecommunications,"all fields related to data science, machine learning",cnet frameworkpython c transactsql tsql,85.5,yes,algorithmic toolbox,yes,programmer analyst,none
Male,btech,electrical and electronics engineering,data analytics,no,76.0,no,no,yes,assistant system engineer trainee,none
Male,bcom,commerce,financial analysis,"accounting skills, critical thinking, analytic thinking, business knowledge, work under pressure, leadership, product knowledge, creativity skills, team work, excel, logical skills, interpersonal skills, presentation skills, problem solving skills, risk managing, reporting",76.95,yes,six sigma black belt,yes,operations management,none
Male,btech,programming,"technology, trading","active listening, programming, work under pressure, teamwork, excel, logical skills interpersonal skills, presentation skills, reading",70.3,no,no,yes,sql developer,masters in business analytics
Male,be,computer science engineering,"take risk for profits, technology, trading, entrepreneurship","active listening, analytic thinking, business knowledge, work under pressure, team work, presentation skills, writing, observation skills, risk managing, reading, subject knowledge",74.1,yes,nptel,no,front end developer,none
Male,btech,automobile engineering,data analyticsdata scientistall fields related to data science,data visualization skills power bi tableau pythonartificial intelligencesql,79.8,yes,data vizualization,yes,data analyst,none
Female,btech,computer applications,digital marketingdata scientistsocial media marketing,programming language skillspeople managementdesigning skillssocial media marketinginterpersonal skillsgood communication skills,33.25,no,no,yes,software engineer,none
Male,bca,biotechnalogy,salesmarketingtradingretailermarket reserachconstruction manegementexcel,business knowledgeproduct knowledgeproblem solving skillsrisk management skillssalesclient management,70.0,no,no,yes,"listing, marketting , stocking and selling",none
Male,btech,"computer languages like c, c , java, c",cloud computing,java enterprise editionhibernatezuul api gatewayspring cloudapache zookeeperamazon eczohooracle crmspring bootspring mvcdockerapache drillangular,81.7,yes,sun certified java programmer,yes,aws architect,none
Female,bcom,computer science engineering,financial analysis,"accounting skills, business knowledge, negotiation skills, work under pressure, interpersonal skills",75.0,yes,ipcc group,no,articleship,none
Male,btech,commerce,technology,"python, java",65.55,no,no,no,java developer,masters in banking financial institutions
Female,doctor,electronics and communication engineering,understand human body,writing skillsmedical knowledge,89.0,no,no,yes,dental surgeon,none
Male,btech,dental surgeon,hardware,altium designerprinted circuit board pcb designni labview digital electronics semiconductorsarduinoxilinx vivadoverilogkicadni multisimeagle pcbelectronic circuit designaltium circuitmakerinternet of things iotelectronics hardware designorcad capture cisorcad,76.95,yes,electronics and hardware designusb,yes,hardware pcb design engineer,none
Female,ba,electronics and communication engineering,understand human behavioursocial causes,hrgood communication skills,70.0,no,no,yes,hr executive,mba
Male,be,irpm,research,accounting skillsactive listeninghardware skillscritical thinkingpeople managementcommunication skillsleadershipdesigning skillswriting skills,63.27,yes,"auto cad, solid works",no,production field,none
Male,be,mathematics,production supervisor,people managementleadershipproblem solving skills,64.125,no,no,yes,production supervisor,none
Male,bsc,computer science engineering,technology,"python, programming, communication skills, leadership, c, writing, observation skills",77.995,no,no,no,software engineer,masters in computer science
Male,btech,computer science engineering,cyber secuirty,ibm qradarowaspethical hackingthreat vulnerability managementsplunkvulnerability scanningmalware analysistenable nessusepolicy orchestratormetasploitburp suitesecurity information and event management siem,75.905,yes,offsenive bug bounty hunter ethical hacking trojans and backdoors,yes,cyber security analyst,none
Male,baf,electronics telecommunications,financial analysis,"accounting skills, active listening, cost accounting, market study, excel, logical skills, problem solving skills, writing, sales, building rapport",75.05,no,no,yes,account assistant,masters in accounting
Male,btech,mechanical engineering,data analyticsdata scientist,programming language skillscritical thinkinganalytical skillscommunication skillsleadershipproblem solving skillsdata visualization skills power bi tableau machine learning skillsrpythonartificial intelligence,68.3,yes,data science ai ml,yes,python instructor,masters of technology
Male,btech,electronics and communication engineering,news coveragetechnology,gathering informationbusiness knowledgeanalytical skillspeople managementcivil criminal lawcommunication skillsnegotiation skillsmass communicationleadership,72.0,yes,journalism,yes,crime reporter,none
Female,ma,mathematics,teaching,"critical thinking, artistic skills, communication skills, editing, interpersonal skills, reporting, reading, subject knowledge",83.0,yes,"pgdbm , psychotherapy and counselling",yes,teacher,ma psychology
Male,bcom,psychology,trading,team work,57.95,no,no,no,stock trader,masters in accounting
Male,bba,accountancy,"news coverage, social justice","python, gathering informing, business knowledge",95.0,no,no,no,mechanical engineer,masters in psychology
Male,btech,communication political science,data analytics,no,85.5,no,no,yes,software developer executive,none
Male,btech,history,software job,no,74.1,no,no,yes,graduatee engineer,none
Female,bsc,mathematics,govt job,accounting skillsprogramming language skillseditingwriting skillspythonhrgood communication skills,63.365,yes,data science,yes,senior assistant delivery coordinator,none
Male,bca,mathematics,information technology,sqljavajavascript,69.92,yes,java developer,yes,software engineer,none
Male,btech,computer applications,researchdata analyticsdata scientist,active listeningdesigning skillspython,67.0,yes,from ibm machine learning with python,yes,modeler,none
Male,be,mechanical engineering,news coverageresearchsocial justicetechnologytradingunderstand human behavioursupply chain analysisdata analyticsdigital marketingdata scientistmarket reserachsocial media marketing,data visualization skills power bi tableau pythonsqlclient managementgood communication skills,54.15,no,no,no,ba,masters in marketing and finance
Male,be,mechanical engineering,salesmarketingtechnologysupply chain analysisgovt jobmarket reserachinfrastructuredesign,accounting skillsfinance related skillspeople managementcivil criminal law,67.4,yes,"mscit ,catia v, autocad ,",yes,quality engineer,mba
Female,btech,mechanical engineering,financial analysis,business analyticsrisk analyticssasmarketing managementmarket researchbusiness strategycommercialbankingportfolio managementsupply chain managementbusiness process reengineeringconsumer behaviourlongterm customer relationshipsretail marketingfinancial accountingcredit risk modelingsecurity analysisworking capital managementtrategic marketinginvestment bankingstructured finance,73.72,yes,chartered banker,yes,investment banking analyst,masters in marketing and finance
Male,btech,computer software engineer,technology,"critical thinking, analytic thinking, business knowledge, sql, programming, communication skills, work under pressure, editing, team work, excel, logical skills, interpersonal skills, presentation skills, tableau, building rapport",82.175,no,no,yes,software engineer,none
Female,ba,finance,content writing,artisticcreative skillscommunication skillsmass communicationwriting skillscontent creation,66.5,no,no,yes,journalist,masters in mass communications
Female,bachelor of journalism,arts,news coverageunderstand human behaviourcontent writinggovt jobsocial causes,critical thinkinggathering informationartisticcreative skillscommunication skillsmass communicationeditingwriting skillscontent creation,75.0,yes,no,yes,junior sub editor,masters of journalism
Female,master of journalism,journalism,news coveragedigital marketing,active listeningpeople managementcommunication skillsleadershipeditingsocial media marketing,71.25,no,no,yes,content creator,masters of journalism
Female,bcom,arts,understand human behaviour,active listeningbusiness knowledgecommunication skillsproduct knowledge,66.0,yes,"adca , tally",yes,project coordinator,"mba, masters in marketing"
Male,btech,statistics,technology,"ai, ml, python, java",73.15,no,no,yes,java developer,masters in business administration
Male,diploma,electronics and communication engineering,social media marketingdesign,designing skillsmachine learning skillssocial media marketing,81.0,no,no,yes,det,none
Male,be,mechanical engineering,salesmarketingtechnologyproduct life cycle management,people managementleadership,65.55,no,no,yes,mechanical supervisor,none
Male,be,mechanical engineering,supply chain analysisproduct life cycle management,leadershipproduct knowledgesales,63.175,no,no,yes,quality engineer,none
Male,btech,chemistry,construction,civil criminal law,70.0,no,no,yes,civil engineer,masters in computer science
Male,mca,computer science engineering,technologydata analyticsall fields related to data science,active listeningprogramming language skillscritical thinkinggathering informationartisticcreative skillsanalytical skillsfinance related skillspeople managementcommunication skillsnegotiation skillseditingproblem solving skillsrisk management skillspythonsqljavagood communication skills,72.2,yes,selenium testing java,yes,test analyst,masters in computer application mca
Male,btech,accountancy,data analyticsdata scientistmachine learningexcel,critical thinkinggathering informationanalytical skillspeople managementcommunication skillsnegotiation skillsproblem solving skillsrisk management skillswriting skillsdata visualization skills power bi tableau interpersonal skillscpresentation skillsrpythonsqlclient managementgood communication skillsteachingcadcaeautocadcatiaansysproeseimensnxprogramming language c,76.0,no,no,yes,senior pmo data analyst,none
Male,be,mechanical engineering,teachingtechnology,analytical skillsleadershipsocial media marketing,71.155,no,no,yes,design engineer,none
Male,be,mechanical engineering,"financial analysis, take risk for profits, trading, understand human behaviour, understand human body","accounting skills, gathering informing, business knowledge, people management, product knowledge, excel, observation skills",65.55,yes,staad pro,yes,site engineer,masters in structural engineering
Female,be,engineering,technologyweb designing,programming language skillswealth managementpython,70.3,no,no,yes,developer,none
Male,bsc,computer science,technology,"ai, python",77.9,no,no,yes,software engineer,none
Male,be,mechanical engineering,supply chain analysisdata analytics,active listeningpeople managementleadership,71.25,no,no,yes,store keeper,none
Male,be,management,web designinggovt jobweb development,"accounting skillscritical thinkingartisticcreative skillsbusiness knowledgeanalytical skillsfinance related skillscivil criminal lawmass communicationeditingproduct knowledgeproblem solving skillswriting skillsdata visualization skills power bi tableau machine learning skillssocial media marketingcpresentation skillspythoncontent creationmedical knowledgejavahrproeficiency in software like staad pro, etabs",69.0,no,cad,yes,sales,none
Female,btech,computer science engineering,technology,programming language skillsfinance related skillseditingcpythonartificial intelligencesqljava,62.0,no,no,yes,associate consultant,none
Male,btech,information technalogy,technologyindustiresinformation technology,hardware skillsplcscadavlsidcs,85.69,yes,plc,yes,instrumentation and control engineer,none
Female,btech,electronics and communication engineering,"technology, teaching","creativity skills, team work, programming",68.4,yes,full stack developer training,yes,java full stack developer,masters in business analytics
Male,btech,pharmacy,constructionconstruction manegementurban planning,"proeficiency in software like staad pro, etabs",79.8,yes,staadpro,yes,civil structural engineer,none
Female,bsc,civil,technology,programming,62.0,no,i doing job,yes,telecaller,masters in computer science
Male,btech,computer science engineering,web designingweb development,javascript,95.0,yes,no,yes,associate consultant,none
Male,msc,mathematics,technology,communication skills,78.85,no,no,yes,chemist in pharmaceutical,pharmaceutical
Male,be,chemistry,"research, teaching, technology","gathering informing, leadership, market study, team work",83.6,no,no,yes,design engineer,masters in automotive technologies
Male,be,mathematics,entrepreneurship,"programming, logical skills, observation skills",84.55,no,no,no,back end developer,none
Male,btech,automobile engineering,"financial analysis, technology, entrepreneurship, understand human behaviour","accounting skills, active listening, gathering informing, java, sql, programming, communication skills, work under pressure, news gathering, editing, product knowledge, excel, interpersonal skills, presentation skills, c, problem solving skills, observation skills, building rapport",78.565,yes,ms htmlcss foundation certificate,yes,java developer,masters in science
Female,btech,computer science engineering,data analyticsdata scientistsocial media marketing,analytical skillsdata visualization skills power bi tableau cpythonsqljavaaws,80.75,yes,sql,yes,software engineer,none
Female,btech,information technology,"technology, understand human behaviour","ml, business knowledge, people management, communication skills, negotiation skills, leadership, product knowledge, team work, excel",74.1,yes,"course on r, python, react,react native,javascript,typescript",yes,software engineer,masters in data science
Male,be,accountancy,"research, salesmarketing, social justice, teaching, technology, entrepreneurship, understand human behaviour","programming, communication skills, work under pressure, leadership, editing, product knowledge, team work, excel, logical skills, interpersonal skills, presentation skills, c, problem solving skills, mass communication, writing, reading, designing skills, sales",83.315,no,no,yes,business developer,masters in business administration
Male,btech,"mathematics, statistics and computer science",mobile app development,cpythonsqljavaarchitecturephp,79.8,yes,algorithmic toolbox,yes,mobile application developer,none
Male,bcom,computer science engineering,"financial analysis, research, technology","accounting skills, business knowledge, people management, work under pressure, cost accounting, reading",69.0,no,no,yes,chartered accountant,none
Male,btech,accountancy,technology,no,85.5,no,no,yes,software engineer,none
Male,mba,computer science engineering,"social justicetechnologyweb designingdigital marketingweb developmentmarket reserachsocial media marketinginformation technologymachine learningagriculture, services",programming language skillscritical thinkinggathering informationartisticcreative skillsbusiness knowledgecommunication skillsleadershipdesigning skillsmachine learning skillssalessocial media marketingartificial intelligencegood communication skillsus canada recruitment itawsphp,55.0,yes,"php, html, digital marketing",yes,web developer and digital marketer,mba in it
Male,master of journalism,econamics,content writing,editing,59.0,no,no,yes,subeditor,master of journalism
Female,pharmacy,information science,"teaching, entrepreneurship","sales, subject knowledge",60.0,yes,computer applications,no,medical practitioner,masters in pharmacy
Female,d ed,vedio editing,"teaching, entrepreneurship","reading, sales",57.0,yes,basic computer,no,teacher,masters in pharmacy
Male,btech,computer applications,"machine learning, all fields related to data science",python c problem solving kivy competitive programming data structures backend web development spring boot spring framework,87.59,yes,learning spring with spring bootreact js,yes,software engineer,none
Male,bba,statistics,trading,leadership,69.0,no,no,yes,telecaller,masters in banking financial institutions
Male,mca,computer science engineering,technologygovt job,analytical skillscommunication skillsproduct knowledgerisk management skillsgood communication skills,45.0,no,no,yes,customer service,master of computer science
Male,hh,accountancy,social justice,people management,69.35,yes,bh,yes,data analyst,masters in pharmacy
Male,bba,econamics,financial analysisresearchsalesmarketingtrading,business knowledgefinance related skillscommunication skillsleadershipinterpersonal skills,78.185,yes,istqb,yes,data analyst,pgdm in business management
Male,btech,"c, c, java, sql, mysql, unix, html, mathematics, statistics",construction manegement,"proeficiency in software like staad pro, etabs",71.25,yes,construction management,yes,civil structural engineer,masters in construction management
Female,btech,civil engineering,technologydata analyticsdata scientistweb development,data visualization skills power bi tableau machine learning skillscrlinuxpythonartificial intelligencesql,74.1,yes,tableau,yes,data analyst,none
Female,bsc,computer science engineering,news coverageunderstand human behaviourcontent writingdigital marketing,active listeningcritical thinkinggathering informationpeople managementcommunication skillsmass communicationeditingproblem solving skillswriting skillscontent creation,78.0,no,no,yes,catalog associate,masters in mass communication journalism
Female,btech,accounting,data scientistinformation technology,data visualization skills power bi tableau clinuxpythonartificial intelligencesql,88.73,yes,oracle,yes,data analyst,none
Male,btech,political science,teaching,java,58.615,no,no,yes,software engineer,none
Male,btech,computer science engineering,technology,no,78.85,no,no,yes,software engineer,none
Female,be,cse,entrepreneurship,"critical thinking, gathering informing, leadership, team work, risk managing",74.1,no,no,yes,managing director,none
Male,diploma,automobile engineering,design,hardware skillsanalytical skillscommunication skillsleadershipeditingproduct knowledgeproblem solving skillsrisk management skillsdesigning skills,60.0,no,no,yes,mechanical design engineer,none
Male,btech,na,"research, teaching, geography and geology","analytic thinking, sql, oracle, programming, communication skills, interpersonal skills",70.775,no,no,yes,software engineer,none
Male,btech,building material and construction,research,"accounting skills, cost accounting",58.0,no,talyy,yes,data analyst,masters in mathematics
Male,btech,computer science engineering,technology,"java, sql, programming, team work",75.81,no,no,yes,software engineer,masters in computer science
Male,btech,computer applications,"technology, entrepreneurship","creativity skills, leadership, market study, teamwork, programming",78.85,yes,"java training,power bi",yes,java developer,masters in business analytics
Male,be,computer science engineering,financial analysis,"ml, python, analytic thinking, sql, excel, problem solving skills, tableau, risk managing",69.065,yes,data science course completion,no,data analyst,masters in data analytics
Male,btech,engineering,industires,mechanical maintenance,80.75,yes,reliability engineering,yes,maintenance engineermechanical,none
Female,bca,mechanical engineering,news coveragetechnologyunderstand human behaviourunderstand human bodydata analyticshome interior design,active listeningcritical thinkinggathering informationartisticcreative skillsanalytical skillspeople managementcommunication skillsnegotiation skillsmass communicationleadershipproblem solving skillsrisk management skillsdesigning skillswriting skillsmachine learning skillssocial media marketinginterpersonal skillspresentation skillslinuxartificial intelligencesqlmedical knowledgecloud computinghr,86.0,yes,"advanced java program, emergency department in medical coding and diploma in basic software",yes,video labelingartificial intelligence and medical coding,none
Female,msc,electronics and instrumentation engineering,"financial analysis, research, take risk for profits, technology, trading","accounting skills, python, critical thinking, analytic thinking, business knowledge, communication skills, negotiation skills, leadership, editing, product knowledge, cost accounting, creativity skills, market study, team work, derivatives, logical skills, c, problem solving skills, observation skills, risk managing, designing skills, building rapport",68.4,no,no,yes,admin,masters in mathematics
Male,bba,mathematics,salesmarketing,"team work, reporting",65.55,yes,certificate in information technology,yes,marketing manager,masters in business administration
Male,mba,finance and hr,salesmarketing,"leadership, cit",65.55,yes,certificate in information technology,yes,marketing manager,masters in business administration
Male,bba,business administration,salesmarketing,"communication skills, leadership, team work, reporting",65.55,yes,certificate in information technology,yes,marketing manager,masters in business administration
Male,btech,sales marketing,technologydata analyticsgame industry,active listeninggathering informationartisticcreative skillseditingproblem solving skillssql,60.0,yes,sql,yes,software engineer,none
Male,btech,computer science,technology,"python, artistic skills, sql, communication skills, editing, excel, c",60.0,yes,sql,yes,software engineer,none
Male,bsc,computer science engineering,financial analysisdata analyticssocial media marketing,critical thinkingbusiness knowledgeanalytical skillssql,56.335,no,no,yes,senior analyst,msc data science and spatial analytics
Female,be,information technology,researchtechnologydata analyticsdata scientist,active listeningcritical thinkinggathering informationartisticcreative skillscommunication skillsproblem solving skillsrisk management skillswriting skillsdata visualization skills power bi tableau presentation skillsgood communication skills,75.0,yes,advanced java,yes,quality assurance,none
Male,be,computer science engineering,"salesmarketing, teaching, entrepreneurship","business knowledge, communication skills, negotiation skills, work under pressure, leadership, creativity skills, market study, team work, excel, logical skills, interpersonal skills, presentation skills, observation skills, sales",84.55,yes,tech programs,yes,business development associate,masters in business administration
Male,btech,automobile engineering,statistical programmer,programming language skillsrpythonprogramming language csas,65.0,yes,data science,yes,statistical programmer,none
Male,btech,electronic,financial analysis,accounting skillsanalytical skillsfinance related skillspeople managementnegotiation skills,66.0,no,no,yes,analyst,none
Female,btech,accountancy,technology,"ai, ml, python, analytic thinking, gathering informing, sql, team work, excel, tableau",66.5,yes,data science professional course,no,data analyst,masters in computer science
Male,btech,computer science engineering,technologyunderstand human behaviourunderstand human bodydata scientist,active listeningbusiness knowledgelotus notes,60.0,yes,notes,yes,lotus notes admin,none
Female,btech,csit,technologydata analyticsdata scientistinformation technology,active listeningprogramming language skillscritical thinkinggathering informationbusiness knowledgeanalytical skillspeople managementnegotiation skillssqlhrclient managementus canada recruitment it,57.08,yes,"certified plsql and bigdata analysis, vendor management from linkedin",yes,"senior technical recruiter, recruitment specialist, talent acquisition specialist it",none
Male,btech,electrical and electronics engineering,understand human behaviour,"active listening, communication skills, designing skills",79.8,no,no,yes,structural engineer,masters in engineering
Male,btech,electrical and electronics engineering,software job,no,74.1,no,no,yes,digital marketing reqruiter,none
Female,btech,mechanical engineering,technology,"ai, ml, python, java, sql, oracle, programming, work under pressure, leadership, product knowledge, team work, logical skills, presentation skills, c, problem solving skills, writing, observation skills, subject knowledge",87.4,yes,"coursera python certification, naascom artificial intelligence course, web development course",yes,software engineer,masters in computer science
Female,btech,computer science engineering,technology,linux,56.525,no,no,yes,linux administrator,none
Male,be,commerce,"research, technology, entrepreneurship","active listening, ai, ml, python, critical thinking, analytic thinking, programming, communication skills, work under pressure, leadership, c, problem solving skills",88.16,yes,computational fluid dynamics,yes,front end developer,none
Male,btech,automobile engineering,technology,python,70.0,no,no,yes,mechanical engineer,none
Female,btech,english,"research, technology","python, java",61.75,no,no,yes,software engineer,none
Female,be,electronics and communication engineering,technology,"leadership, team work, excel, reading, designing skills",78.85,no,no,yes,analyst,none
Male,btech,automobile engineering,engineering,engineering,76.0,no,no,yes,mechanical engineer,none
Female,bcom,engineering,financial analysis,accounting skills,76.0,no,no,no,housewife,none
Female,be,commerce,technologydata scientistmachine learning,active listeninghardware skillsprogramming language skillscommunication skillsrpythonsqlmatlabgood communication skills,60.0,no,no,yes,store assistant,none
Male,be,computer applications,"social justice, technology","critical thinking, analytic thinking, business knowledge, communication skills, negotiation skills, leadership, creativity skills, team work, interpersonal skills, problem solving skills, risk managing, designing skills",80.75,yes,innovation engineer,yes,software engineer,none
Male,bca,automobile engineering,technology,active listeningprogramming language skillscritical thinkingdesigning skillssqljavacloud computing,73.15,yes,core java and jee,yes,software engineer,master in computer application
Male,btech,electrical engineering,data scientist,data visualization skills power bi tableau machine learning skillspythonartificial intelligence,66.5,yes,datascience,yes,developer,none
Male,be,electronics and communication engineering,"research, social justice, teaching","ml, critical thinking, analytic thinking, gathering informing, communication skills, work under pressure, writing",80.75,no,no,yes,engineer,water resources
Male,be,civil engineering,salesmarketing,"business knowledge, product knowledge, team work, reading, building rapport",65.835,no,no,yes,sales executive,none
Male,be,automobile engineering,financial analysisresearchtechnologygame industry,active listeningprogramming language skillscritical thinkinggathering informationbusiness knowledgeanalytical skillsproblem solving skillsdata visualization skills power bi tableau machine learning skillsrpythonsql,67.0,yes,data science using python r programming data visualization using tableau,yes,executive engineer,none
Male,be,"electrical, electronics and power engineering",researchgame industrydigital marketingdata scientistall fields related to data scienceinformation technologyblockchain,active listeningprogramming language skillscritical thinkinggathering informationanalytical skillsproblem solving skillsmachine learning skillspresentation skillsrpythonsql,67.0,yes,data science tableau,yes,executive engineer,none
Male,btech,"electrical, electronics and power engineering",entrepreneurship,"gathering informing, product knowledge",64.125,yes,post diploma in safety,yes,network engineer,none
Male,btech,information technalogy,technologydata analyticsdata scientistall fields related to data science,gathering informationbusiness knowledgeanalytical skillsdesigning skillspresentation skillscontent creation,71.345,yes,python programming,no,product development associate,none
Female,bcom,mechanical engineering,financial analysissalesmarketingdata analytics,analytical skillspeople managementcommunication skillsproduct knowledgeproblem solving skillsrisk management skillsdata visualization skills power bi tableau machine learning skillspresentation skillspythonmatlab,43.0,no,no,no,team lead in mortgage banking,none
Male,bcom,insurance,entrepreneurship,"business knowledge, leadership, team work, problem solving skills",73.625,no,no,yes,data analyst,masters in business analytics
Male,btech,commerce,teaching,"active listening, work under pressure, teamwork, interpersonal skills, presentation skills, reading",71.25,no,no,yes,teaching,mtech
Male,btech,computer science engineering,"technology, entrepreneurship","business knowledge, sql, programming, people management, communication skills, work under pressure, editing, creativity skills, team work, excel, linux, problem solving skills, observation skills, reading",71.25,yes,azure az,yes,dot net developer,none
Male,btech,information technalogy,"research, salesmarketing, entrepreneurship","business knowledge, people management, work under pressure, digital marketing",66.5,yes,digital marketing,yes,digitalsocial media marketer,masters in business administration
Female,diploma,information technalogy,"social justiceteachinggovt jobagriculture, services",active listeningprogramming language skillscritical thinkinggathering informationcommunication skillsleadershipgood communication skillsteaching,78.0,yes,deled,yes,receptionist in coaching center,none
Male,btech,geography,govt job,hardware skills,82.91,yes,java,yes,web developer,none
Female,bcom,mining,salesmarketing,artisticcreative skills,68.0,yes,dancing,yes,dancing,none
Female,bcom,econamics,salesmarketing,artisticcreative skills,68.0,yes,dance,yes,dancing,none
Male,bba,econamics,financial analysis,sap successfactorsfinancial modelingcorporate financeequity researchfinancial statement analysisbusiness model developmentfinancial forecastingbusiness model innovationbusiness strategy,76.57,yes,financial modellingcorporate finance,yes,financial analyst,masters in finance
Male,btech,finance,understand human body,cell culturemicrobiologymolecular geneticsmicrobial geneticsproteomicspcrbioinformaticselisaqrtpcrmammalian cell culturerna isolationsitedirected mutagenesismolecular cellular biologyimmunologycell biologydna extraction,86.45,yes,adjuvant nanoformulations for tuberculosis vaccine deliveryasics of tuberculosis disease and principles of treatment and their effects,yes,research fellow,genetic engineering
Male,bsc,biotechnology,technology,"python, sql, programming",84.835,no,no,no,data analyst,masters in computer applications
Female,be,computer science engineering,researchsalesmarketingtechnologyunderstand human behaviour,communication skillsnegotiation skillsproduct knowledgedesigning skills,69.35,yes,"catia, autocad, ansys",yes,design engineer,mechanical design
Male,btech,mechanical engineering,salesmarketingteachingtechnology,accounting skillsrisk management skillsdesigning skillswriting skills,77.55,yes,python,yes,assistent engineer,none
Male,be,mechanical engineering,"teachingtechnologydesignagriculture, services",active listeningbusiness knowledgepeople managementcommunication skillsleadershipdesigning skillswriting skillssocial media marketinghospitalitygood communication skillsteachingsapcadcaeautocadcatiaansysproeseimensnxmechanical maintenanceexcel,75.05,no,no,yes,project manager,none
Male,btech,automobile engineering,technology,"ai, ml, python",56.0,yes,appliedai,yes,machine learning engineer,none
Male,be,computer science engineering,entrepreneurship,"editing, excel, powerbi",74.1,no,no,yes,data analyst,none
Female,btech,civil engineering,music,"python, java, sql",77.9,no,no,no,associate professional,none
Male,btech,automobile engineering,"web development, social causes, all fields related to data science, machine learning, data scientist",htmlcphpcssdrupaljavascriptmssqljquerynetbeansmysqlajaxxml,83.6,yes,pythonsql,yes,web developer,masters in computer science
Male,btech,computer science engineering,"research, understand human body, biotechnology",cell culture plant tissue culture environmental biotechnology microbiology nanomaterials nanoparticlesnanobiotechnology gas chromatographyhighperformance liquid chromatography hplc electrospinning mammalian cell culture bacterial culture ndds chromatographytissue cultureuvvis spectroscopy,71.25,yes,novel drug delivery systems industrial biotechnology,yes,research associate,none
Male,btech,biotechnology,technology,integrated circuitslead generationandroid and ios app developeraurdino,86.45,yes,power electronics,yes,electronics engineer research analyst,none
Male,bcom,electronics telecommunications engineering,salesmarketing,"work under pressure, excel, sales",50.0,no,no,yes,mis executive,masters in computer applications
Female,btech,computer applications,technology,no,76.0,no,no,yes,graduate trainee,none
Male,bsc,computer science engineering,game industry,business knowledgefinance related skillssqljava,70.0,no,no,yes,hdfc bank,none
Male,btech,computer science,"research, understand human body, biotechnology",good manufacturing practice gmphazard analysis and critical control points haccpfood safetyquality assuranceproblem solvingcritical thinkingfood microbiologyfood technology,87.875,yes,food technologyfood safetyquality assurance,yes,lab technician food safety quality,none
Male,ballb,biotechnology,litigation legal service,critical thinkingcivil criminal law,67.64,yes,contract management,yes,legal associate,none
Female,btech,law,data analytics,data visualization skills power bi tableau sql,77.0,no,no,yes,power,power bi developer
Male,btech,electronics and communication engineering,data analytics,analytical skillsproblem solving skillsdata visualization skills power bi tableau machine learning skillssalespythonsqljava,79.515,yes,data analyst associate,yes,data analyst,none
Male,be,computer science engineering,design,business knowledgecommunication skillsdesigning skillswriting skillsmachine learning skills,68.4,no,no,yes,still working jbm auto pvt ltd company engineering quality department,none
Female,btech,computer science engineering,salesmarketing,"business knowledge, java, sql, excel, reporting",75.05,yes,"java, ms excel",yes,data analyst,masters in data analytics
Female,btech,information technology,technology,"sql, c",86.0,no,no,yes,software,none
Male,btech,electrical and electronics engineering,"financial analysis, research, technology, gis","active listening, ml, python, analytic thinking, sql, programming, communication skills, creativity skills, team work, logical skills, tableau, reading",73.055,yes,data analytics and science prepleaf by masai school,yes,assistant professor,none
Male,be,mechanical engineering,technology,"ml, python, critical thinking, analytic thinking, gathering informing, artistic skills, java, sql, programming, people management, communication skills, negotiation skills, work under pressure, leadership, team work, c, problem solving skills, reading",64.6,yes,machine learning woth python,yes,request proposal manager,none
Female,be,communication political science,technology,"ml, python, sql, oracle, tableau",62.0,yes,data science,yes,back end developer,be
Female,btech,computer science engineering,salesmarketingdesign,gathering informationbusiness knowledgepeople managementcommunication skillsleadershipsales,64.0,no,no,yes,business development manager,none
